TAX,ASSESSED
COUNTY,81100
VILLAGE,81100
SCHOOL,79270
COUNTY,19800
VILLAGE,19800
SCHOOL,19800
COUNTY,43125
VILLAGE,43125
SCHOOL,43125
COUNTY,38600
VILLAGE,38600
SCHOOL,38600
COUNTY,28885
VILLAGE,28885
SCHOOL,27055
COUNTY,41000
VILLAGE,41000
SCHOOL,41000
COUNTY,29100
VILLAGE,29100
SCHOOL,29100
COUNTY,30175
VILLAGE,30175
SCHOOL,30175
COUNTY,24600
VILLAGE,24600
SCHOOL,22770
COUNTY,46650
VILLAGE,46650
SCHOOL,46650
COUNTY,30350
VILLAGE,30350
SCHOOL,30350
COUNTY,33100
VILLAGE,33100
SCHOOL,31270
COUNTY,12925
VILLAGE,12925
SCHOOL,12925
COUNTY,40100
VILLAGE,40100
SCHOOL,40100
COUNTY,22450
VILLAGE,22450
SCHOOL,22450
COUNTY,27925
VILLAGE,27925
SCHOOL,27925
COUNTY,20850
VILLAGE,20850
SCHOOL,19020
COUNTY,29975
VILLAGE,29975
SCHOOL,29975
COUNTY,28150
VILLAGE,28150
SCHOOL,28150
COUNTY,6737
VILLAGE,6737
SCHOOL,5447
COUNTY,27750
VILLAGE,27750
SCHOOL,27750
COUNTY,17200
VILLAGE,17200
SCHOOL,15370
COUNTY,28250
VILLAGE,28250
SCHOOL,28250
COUNTY,18475
VILLAGE,18475
SCHOOL,16645
COUNTY,26850
VILLAGE,26850
SCHOOL,26850
COUNTY,17650
VILLAGE,17650
SCHOOL,17650
COUNTY,15800
VILLAGE,15800
SCHOOL,13970
COUNTY,16725
VILLAGE,16725
SCHOOL,12935
COUNTY,19500
VILLAGE,19500
SCHOOL,17670
COUNTY,15250
VILLAGE,15250
SCHOOL,18420
COUNTY,20500
VILLAGE,20500
SCHOOL,20500
COUNTY,23650
VILLAGE,23650
SCHOOL,23650
COUNTY,22400
VILLAGE,22400
SCHOOL,22400
COUNTY,19000
VILLAGE,19000
SCHOOL,17170
COUNTY,25500
VILLAGE,25500
SCHOOL,23670
COUNTY,21700
VILLAGE,21700
SCHOOL,19870
COUNTY,23750
VILLAGE,23750
SCHOOL,23750
COUNTY,19250
VILLAGE,19250
SCHOOL,19250
COUNTY,19500
VILLAGE,19500
SCHOOL,19500
COUNTY,19000
VILLAGE,19000
SCHOOL,17170
COUNTY,19400
VILLAGE,19400
SCHOOL,17570
COUNTY,17400
VILLAGE,17400
SCHOOL,17400
COUNTY,15100
VILLAGE,15100
SCHOOL,13970
COUNTY,16725
VILLAGE,16725
SCHOOL,14895
COUNTY,14925
VILLAGE,14925
SCHOOL,14925
COUNTY,16550
VILLAGE,16550
SCHOOL,14720
COUNTY,16350
VILLAGE,16350
SCHOOL,16350
COUNTY,23600
VILLAGE,23600
SCHOOL,21770
COUNTY,23325
VILLAGE,23325
SCHOOL,21495
COUNTY,18500
VILLAGE,18500
SCHOOL,18500
COUNTY,16600
VILLAGE,16600
SCHOOL,14770
COUNTY,21600
VILLAGE,21600
SCHOOL,21600
COUNTY,20200
VILLAGE,20200
SCHOOL,20200
COUNTY,8070
VILLAGE,8070
SCHOOL,4785
COUNTY,16275
VILLAGE,16275
SCHOOL,14445
COUNTY,18500
VILLAGE,18500
SCHOOL,16670
COUNTY,15450
VILLAGE,15450
SCHOOL,13620
COUNTY,16390
VILLAGE,16390
SCHOOL,15570
COUNTY,22525
VILLAGE,22525
SCHOOL,22525
COUNTY,12100
VILLAGE,12100
SCHOOL,15270
COUNTY,17990
VILLAGE,17990
SCHOOL,17170
COUNTY,17200
VILLAGE,17200
SCHOOL,13410
COUNTY,20700
VILLAGE,20700
SCHOOL,20700
COUNTY,19500
VILLAGE,19500
SCHOOL,19500
COUNTY,27200
VILLAGE,27200
SCHOOL,27200
COUNTY,23317
VILLAGE,23317
SCHOOL,23170
COUNTY,27525
VILLAGE,27525
SCHOOL,27525
COUNTY,28225
VILLAGE,28225
SCHOOL,26395
COUNTY,17400
VILLAGE,17400
SCHOOL,17400
COUNTY,20600
VILLAGE,20600
SCHOOL,20600
COUNTY,28450
VILLAGE,28450
SCHOOL,26620
COUNTY,16400
VILLAGE,16400
SCHOOL,14570
COUNTY,18575
VILLAGE,18575
SCHOOL,18575
COUNTY,18000
VILLAGE,18000
SCHOOL,16170
COUNTY,22250
VILLAGE,22250
SCHOOL,20420
COUNTY,23900
VILLAGE,23900
SCHOOL,23900
COUNTY,24200
VILLAGE,24200
SCHOOL,24200
COUNTY,21500
VILLAGE,21500
SCHOOL,19670
COUNTY,23000
VILLAGE,23000
SCHOOL,21170
COUNTY,24150
VILLAGE,24150
SCHOOL,24150
COUNTY,28050
VILLAGE,28050
SCHOOL,26220
COUNTY,29225
VILLAGE,29225
SCHOOL,29225
COUNTY,28525
VILLAGE,28525
SCHOOL,26695
COUNTY,26550
VILLAGE,26550
SCHOOL,26550
COUNTY,5900
VILLAGE,5900
SCHOOL,5900
COUNTY,38400
VILLAGE,38400
SCHOOL,38400
COUNTY,32225
VILLAGE,32225
SCHOOL,32225
COUNTY,27700
VILLAGE,27700
SCHOOL,25870
COUNTY,30250
VILLAGE,30250
SCHOOL,30250
COUNTY,24200
VILLAGE,24200
SCHOOL,24200
COUNTY,34125
VILLAGE,34125
SCHOOL,34125
COUNTY,29575
VILLAGE,29575
SCHOOL,29575
COUNTY,29925
VILLAGE,29925
SCHOOL,29925
COUNTY,26375
VILLAGE,26375
SCHOOL,26375
COUNTY,32550
VILLAGE,32550
SCHOOL,32550
COUNTY,21000
VILLAGE,21000
SCHOOL,21000
COUNTY,27250
VILLAGE,27250
SCHOOL,27250
COUNTY,7500
VILLAGE,7500
SCHOOL,7500
COUNTY,18375
VILLAGE,18375
SCHOOL,16545
COUNTY,18400
VILLAGE,18400
SCHOOL,18400
COUNTY,41150
VILLAGE,41150
SCHOOL,41150
COUNTY,16217
VILLAGE,16217
SCHOOL,16070
COUNTY,21550
VILLAGE,21550
SCHOOL,21550
COUNTY,34625
VILLAGE,34625
SCHOOL,32795
COUNTY,24000
VILLAGE,24000
SCHOOL,24000
COUNTY,22300
VILLAGE,22300
SCHOOL,20470
COUNTY,23800
VILLAGE,23800
SCHOOL,21970
COUNTY,20000
VILLAGE,20000
SCHOOL,18170
COUNTY,39600
VILLAGE,39600
SCHOOL,37770
COUNTY,25100
VILLAGE,25100
SCHOOL,23270
COUNTY,18300
VILLAGE,18300
SCHOOL,18300
COUNTY,29800
VILLAGE,29800
SCHOOL,29800
COUNTY,30800
VILLAGE,30800
SCHOOL,30800
COUNTY,21800
VILLAGE,21800
SCHOOL,21800
COUNTY,24250
VILLAGE,24250
SCHOOL,24250
COUNTY,23050
VILLAGE,23050
SCHOOL,23050
COUNTY,27400
VILLAGE,27400
SCHOOL,25570
COUNTY,25200
VILLAGE,25200
SCHOOL,25200
COUNTY,24500
VILLAGE,24500
SCHOOL,24500
COUNTY,16125
VILLAGE,16125
SCHOOL,21125
COUNTY,25150
VILLAGE,25150
SCHOOL,25150
COUNTY,27300
VILLAGE,27300
SCHOOL,25470
COUNTY,25650
VILLAGE,25650
SCHOOL,25650
COUNTY,25825
VILLAGE,25825
SCHOOL,23995
COUNTY,25150
VILLAGE,25150
SCHOOL,23320
COUNTY,22100
VILLAGE,22100
SCHOOL,22100
COUNTY,29000
VILLAGE,29000
SCHOOL,29000
COUNTY,22400
VILLAGE,22400
SCHOOL,20570
COUNTY,46000
VILLAGE,46000
SCHOOL,46000
COUNTY,22600
VILLAGE,22600
SCHOOL,22600
COUNTY,24500
VILLAGE,24500
SCHOOL,24500
COUNTY,28500
VILLAGE,28500
SCHOOL,28500
COUNTY,45925
VILLAGE,45925
SCHOOL,45925
COUNTY,21700
VILLAGE,21700
SCHOOL,19870
COUNTY,25775
VILLAGE,25775
SCHOOL,23945
COUNTY,29250
VILLAGE,29250
SCHOOL,29250
COUNTY,23700
VILLAGE,23700
SCHOOL,21870
COUNTY,25525
VILLAGE,25525
SCHOOL,23695
COUNTY,25475
VILLAGE,25475
SCHOOL,23645
COUNTY,34000
VILLAGE,34000
SCHOOL,34000
COUNTY,19100
VILLAGE,19100
SCHOOL,17270
COUNTY,23917
VILLAGE,23917
SCHOOL,23770
COUNTY,27650
VILLAGE,27650
SCHOOL,25820
COUNTY,30400
VILLAGE,30400
SCHOOL,28570
COUNTY,23200
VILLAGE,23200
SCHOOL,23200
COUNTY,44250
VILLAGE,44250
SCHOOL,44250
COUNTY,43125
VILLAGE,43125
SCHOOL,43125
COUNTY,42250
VILLAGE,42250
SCHOOL,42250
COUNTY,26667
VILLAGE,26667
SCHOOL,26520
COUNTY,27650
VILLAGE,27650
SCHOOL,27650
COUNTY,30250
VILLAGE,30250
SCHOOL,28420
COUNTY,41975
VILLAGE,41975
SCHOOL,41975
COUNTY,4900
VILLAGE,4900
SCHOOL,4900
COUNTY,29600
VILLAGE,29600
SCHOOL,29600
COUNTY,3300
VILLAGE,3300
SCHOOL,3300
COUNTY,28150
VILLAGE,28150
SCHOOL,26320
COUNTY,25000
VILLAGE,25000
SCHOOL,25000
COUNTY,32600
VILLAGE,32600
SCHOOL,32600
COUNTY,38900
VILLAGE,38900
SCHOOL,38900
COUNTY,39930
VILLAGE,39930
SCHOOL,39930
COUNTY,49525
VILLAGE,49525
SCHOOL,49525
COUNTY,52200
VILLAGE,52200
SCHOOL,52200
COUNTY,27400
VILLAGE,27400
SCHOOL,25570
COUNTY,27800
VILLAGE,27800
SCHOOL,25970
COUNTY,44000
VILLAGE,44000
SCHOOL,44000
COUNTY,44000
VILLAGE,44000
SCHOOL,44000
COUNTY,45300
VILLAGE,45300
SCHOOL,45300
COUNTY,37650
VILLAGE,37650
SCHOOL,36170
COUNTY,40975
VILLAGE,40975
SCHOOL,39145
COUNTY,72900
VILLAGE,72900
SCHOOL,72900
COUNTY,53800
VILLAGE,53800
SCHOOL,53800
COUNTY,39600
VILLAGE,39600
SCHOOL,37770
COUNTY,100100
VILLAGE,100100
SCHOOL,100100
COUNTY,63900
VILLAGE,63900
SCHOOL,62070
COUNTY,47850
VILLAGE,47850
SCHOOL,47850
COUNTY,27300
VILLAGE,27300
SCHOOL,23510
COUNTY,44200
VILLAGE,44200
SCHOOL,44200
COUNTY,63875
VILLAGE,63875
SCHOOL,63875
COUNTY,52300
VILLAGE,52300
SCHOOL,50470
COUNTY,39550
VILLAGE,39550
SCHOOL,39550
COUNTY,27700
VILLAGE,27700
SCHOOL,25870
COUNTY,30050
VILLAGE,30050
SCHOOL,30050
COUNTY,23175
VILLAGE,23175
SCHOOL,23175
COUNTY,23000
VILLAGE,23000
SCHOOL,21170
COUNTY,22700
VILLAGE,22700
SCHOOL,22700
COUNTY,30400
VILLAGE,30400
SCHOOL,30400
COUNTY,25650
VILLAGE,25650
SCHOOL,25650
COUNTY,18325
VILLAGE,18325
SCHOOL,21495
COUNTY,33500
VILLAGE,33500
SCHOOL,33500
COUNTY,29250
VILLAGE,29250
SCHOOL,27420
COUNTY,21900
VILLAGE,21900
SCHOOL,21900
COUNTY,18500
VILLAGE,18500
SCHOOL,16670
COUNTY,33600
VILLAGE,33600
SCHOOL,33600
COUNTY,34325
VILLAGE,34325
SCHOOL,34325
COUNTY,28700
VILLAGE,28700
SCHOOL,28700
COUNTY,24650
VILLAGE,24650
SCHOOL,24650
COUNTY,23750
VILLAGE,23750
SCHOOL,21920
COUNTY,1900
VILLAGE,1900
SCHOOL,1900
COUNTY,26900
VILLAGE,26900
SCHOOL,25070
COUNTY,34200
VILLAGE,34200
SCHOOL,34200
COUNTY,36990
VILLAGE,36990
SCHOOL,36170
COUNTY,51100
VILLAGE,51100
SCHOOL,51100
COUNTY,41050
VILLAGE,41050
SCHOOL,41050
COUNTY,31750
VILLAGE,31750
SCHOOL,29920
COUNTY,31675
VILLAGE,31675
SCHOOL,31675
COUNTY,43680
VILLAGE,43680
SCHOOL,43680
COUNTY,38150
VILLAGE,38150
SCHOOL,38170
COUNTY,38950
VILLAGE,38950
SCHOOL,38950
COUNTY,41300
VILLAGE,41300
SCHOOL,41300
COUNTY,40400
VILLAGE,40400
SCHOOL,40400
COUNTY,34650
VILLAGE,34650
SCHOOL,34650
COUNTY,33000
VILLAGE,33000
SCHOOL,31170
COUNTY,34800
VILLAGE,34800
SCHOOL,34800
COUNTY,29690
VILLAGE,29690
SCHOOL,30700
COUNTY,44350
VILLAGE,44350
SCHOOL,42520
COUNTY,23700
VILLAGE,23700
SCHOOL,21870
COUNTY,44250
VILLAGE,44250
SCHOOL,42420
COUNTY,35100
VILLAGE,35100
SCHOOL,33270
COUNTY,28550
VILLAGE,28550
SCHOOL,28550
COUNTY,23000
VILLAGE,23000
SCHOOL,23000
COUNTY,27000
VILLAGE,27000
SCHOOL,25170
COUNTY,72150
VILLAGE,72150
SCHOOL,72150
COUNTY,59250
VILLAGE,59250
SCHOOL,59250
COUNTY,30800
VILLAGE,30800
SCHOOL,30800
COUNTY,30800
VILLAGE,30800
SCHOOL,30800
COUNTY,22500
VILLAGE,22500
SCHOOL,20670
COUNTY,58000
VILLAGE,58000
SCHOOL,58000
COUNTY,29925
VILLAGE,29925
SCHOOL,29925
COUNTY,26400
VILLAGE,26400
SCHOOL,24570
COUNTY,32550
VILLAGE,32550
SCHOOL,32550
COUNTY,45030
VILLAGE,45030
SCHOOL,45030
COUNTY,22500
VILLAGE,22500
SCHOOL,22500
COUNTY,29100
VILLAGE,29100
SCHOOL,29100
COUNTY,22450
VILLAGE,22450
SCHOOL,22450
COUNTY,35925
VILLAGE,35925
SCHOOL,35925
COUNTY,32300
VILLAGE,32300
SCHOOL,32300
COUNTY,30750
VILLAGE,30750
SCHOOL,30750
COUNTY,32125
VILLAGE,32125
SCHOOL,32125
COUNTY,32200
VILLAGE,32200
SCHOOL,32200
COUNTY,37800
VILLAGE,37800
SCHOOL,37800
COUNTY,24500
VILLAGE,24500
SCHOOL,24500
COUNTY,25650
VILLAGE,25650
SCHOOL,23820
COUNTY,39625
VILLAGE,39625
SCHOOL,37795
COUNTY,24200
VILLAGE,24200
SCHOOL,24200
COUNTY,16450
VILLAGE,16450
SCHOOL,14620
COUNTY,23300
VILLAGE,23300
SCHOOL,21470
COUNTY,23700
VILLAGE,23700
SCHOOL,21870
COUNTY,19500
VILLAGE,19500
SCHOOL,19500
COUNTY,18600
VILLAGE,18600
SCHOOL,23600
COUNTY,34200
VILLAGE,34200
SCHOOL,32370
COUNTY,37050
VILLAGE,37050
SCHOOL,37050
COUNTY,36950
VILLAGE,36950
SCHOOL,35120
COUNTY,49150
VILLAGE,49150
SCHOOL,49150
COUNTY,29250
VILLAGE,29250
SCHOOL,29250
COUNTY,39500
VILLAGE,39500
SCHOOL,39500
COUNTY,34750
VILLAGE,34750
SCHOOL,34750
COUNTY,28150
VILLAGE,28150
SCHOOL,26320
COUNTY,26900
VILLAGE,26900
SCHOOL,26900
COUNTY,30450
VILLAGE,30450
SCHOOL,30450
COUNTY,22875
VILLAGE,22875
SCHOOL,21045
COUNTY,35500
VILLAGE,35500
SCHOOL,35500
COUNTY,28275
VILLAGE,28275
SCHOOL,28275
COUNTY,22000
VILLAGE,22000
SCHOOL,22000
COUNTY,61700
VILLAGE,61700
SCHOOL,61700
COUNTY,25265
VILLAGE,25265
SCHOOL,24445
COUNTY,36575
VILLAGE,36575
SCHOOL,34745
COUNTY,34750
VILLAGE,34750
SCHOOL,34750
COUNTY,37125
VILLAGE,37125
SCHOOL,37125
COUNTY,29300
VILLAGE,29300
SCHOOL,27470
COUNTY,30300
VILLAGE,30300
SCHOOL,30300
COUNTY,28675
VILLAGE,28675
SCHOOL,28675
COUNTY,35200
VILLAGE,35200
SCHOOL,35200
COUNTY,13500
VILLAGE,13500
SCHOOL,13500
COUNTY,18175
VILLAGE,18175
SCHOOL,16345
COUNTY,24500
VILLAGE,24500
SCHOOL,22670
COUNTY,19350
VILLAGE,19350
SCHOOL,15560
COUNTY,22525
VILLAGE,22525
SCHOOL,20695
COUNTY,20000
VILLAGE,20000
SCHOOL,20000
COUNTY,16450
VILLAGE,16450
SCHOOL,14620
COUNTY,15475
VILLAGE,15475
SCHOOL,13645
COUNTY,19750
VILLAGE,19750
SCHOOL,17920
COUNTY,18850
VILLAGE,18850
SCHOOL,17020
COUNTY,22000
VILLAGE,22000
SCHOOL,20170
COUNTY,25100
VILLAGE,25100
SCHOOL,25100
COUNTY,28150
VILLAGE,28150
SCHOOL,26320
COUNTY,36250
VILLAGE,36250
SCHOOL,36250
COUNTY,33700
VILLAGE,33700
SCHOOL,33700
COUNTY,20600
VILLAGE,20600
SCHOOL,20600
COUNTY,17575
VILLAGE,17575
SCHOOL,17575
COUNTY,27425
VILLAGE,27425
SCHOOL,27425
COUNTY,22275
VILLAGE,22275
SCHOOL,22275
COUNTY,34750
VILLAGE,34750
SCHOOL,34750
COUNTY,27200
VILLAGE,27200
SCHOOL,27200
COUNTY,12950
VILLAGE,12950
SCHOOL,14160
COUNTY,17150
VILLAGE,17150
SCHOOL,15320
COUNTY,27925
VILLAGE,27925
SCHOOL,26095
COUNTY,23600
VILLAGE,23600
SCHOOL,23600
COUNTY,24200
VILLAGE,24200
SCHOOL,24200
COUNTY,20575
VILLAGE,20575
SCHOOL,20575
COUNTY,15800
VILLAGE,15800
SCHOOL,13970
COUNTY,22450
VILLAGE,22450
SCHOOL,20620
COUNTY,26400
VILLAGE,26400
SCHOOL,24570
COUNTY,24600
VILLAGE,24600
SCHOOL,22770
COUNTY,26200
VILLAGE,26200
SCHOOL,24370
COUNTY,29200
VILLAGE,29200
SCHOOL,27370
COUNTY,24600
VILLAGE,24600
SCHOOL,24600
COUNTY,23050
VILLAGE,23050
SCHOOL,23050
COUNTY,19900
VILLAGE,19900
SCHOOL,18070
COUNTY,18050
VILLAGE,18050
SCHOOL,16220
COUNTY,21000
VILLAGE,21000
SCHOOL,21000
COUNTY,34500
VILLAGE,34500
SCHOOL,34500
COUNTY,21125
VILLAGE,21125
SCHOOL,19295
COUNTY,30100
VILLAGE,30100
SCHOOL,30100
COUNTY,22500
VILLAGE,22500
SCHOOL,22500
COUNTY,31500
VILLAGE,31500
SCHOOL,31500
COUNTY,25225
VILLAGE,25225
SCHOOL,25225
COUNTY,17550
VILLAGE,17550
SCHOOL,17550
COUNTY,37800
VILLAGE,37800
SCHOOL,37800
COUNTY,33550
VILLAGE,33550
SCHOOL,33550
COUNTY,26400
VILLAGE,26400
SCHOOL,24570
COUNTY,24600
VILLAGE,24600
SCHOOL,24600
COUNTY,30100
VILLAGE,30100
SCHOOL,28270
COUNTY,37850
VILLAGE,37850
SCHOOL,37850
COUNTY,26850
VILLAGE,26850
SCHOOL,25020
COUNTY,24200
VILLAGE,24200
SCHOOL,24200
COUNTY,57250
VILLAGE,57250
SCHOOL,57250
COUNTY,41350
VILLAGE,41350
SCHOOL,41350
COUNTY,51900
VILLAGE,51900
SCHOOL,51900
COUNTY,26700
VILLAGE,26700
SCHOOL,24870
COUNTY,30550
VILLAGE,30550
SCHOOL,28720
COUNTY,23700
VILLAGE,23700
SCHOOL,21870
COUNTY,26875
VILLAGE,26875
SCHOOL,26875
COUNTY,7400
VILLAGE,7400
SCHOOL,7400
COUNTY,27275
VILLAGE,27275
SCHOOL,25445
COUNTY,24600
VILLAGE,24600
SCHOOL,24570
COUNTY,29925
VILLAGE,29925
SCHOOL,29925
COUNTY,25300
VILLAGE,25300
SCHOOL,25300
COUNTY,50750
VILLAGE,50750
SCHOOL,50750
COUNTY,32700
VILLAGE,32700
SCHOOL,30870
COUNTY,17525
VILLAGE,17525
SCHOOL,15695
COUNTY,15950
VILLAGE,15950
SCHOOL,15770
COUNTY,23700
VILLAGE,23700
SCHOOL,21870
COUNTY,23925
VILLAGE,23925
SCHOOL,22095
COUNTY,44000
VILLAGE,44000
SCHOOL,44000
COUNTY,35200
VILLAGE,35200
SCHOOL,35200
COUNTY,23750
VILLAGE,23750
SCHOOL,21920
COUNTY,28925
VILLAGE,28925
SCHOOL,27095
COUNTY,18450
VILLAGE,18450
SCHOOL,18450
COUNTY,5600
VILLAGE,5600
SCHOOL,5600
COUNTY,19050
VILLAGE,19050
SCHOOL,19050
COUNTY,20475
VILLAGE,20475
SCHOOL,18645
COUNTY,28900
VILLAGE,28900
SCHOOL,28900
COUNTY,21000
VILLAGE,21000
SCHOOL,21000
COUNTY,24650
VILLAGE,24650
SCHOOL,24650
COUNTY,21300
VILLAGE,21300
SCHOOL,19470
COUNTY,20550
VILLAGE,20550
SCHOOL,18720
COUNTY,26550
VILLAGE,26550
SCHOOL,24720
COUNTY,26400
VILLAGE,26400
SCHOOL,26400
COUNTY,21965
VILLAGE,21965
SCHOOL,21145
COUNTY,25000
VILLAGE,25000
SCHOOL,23170
COUNTY,34500
VILLAGE,34500
SCHOOL,32670
COUNTY,24200
VILLAGE,24200
SCHOOL,22370
COUNTY,23200
VILLAGE,23200
SCHOOL,21370
COUNTY,39800
VILLAGE,39800
SCHOOL,39800
COUNTY,40175
VILLAGE,40175
SCHOOL,38345
COUNTY,28300
VILLAGE,28300
SCHOOL,28300
COUNTY,25800
VILLAGE,25800
SCHOOL,23970
COUNTY,41800
VILLAGE,41800
SCHOOL,41800
COUNTY,25000
VILLAGE,25000
SCHOOL,25000
COUNTY,20550
VILLAGE,20550
SCHOOL,20550
COUNTY,33400
VILLAGE,33400
SCHOOL,33400
COUNTY,33240
VILLAGE,33240
SCHOOL,31410
COUNTY,28700
VILLAGE,28700
SCHOOL,28700
COUNTY,33000
VILLAGE,33000
SCHOOL,31170
COUNTY,26300
VILLAGE,26300
SCHOOL,25570
COUNTY,44000
VILLAGE,44000
SCHOOL,44000
COUNTY,9700
VILLAGE,9700
SCHOOL,9700
COUNTY,7800
VILLAGE,7800
SCHOOL,7800
COUNTY,38350
VILLAGE,38350
SCHOOL,38350
COUNTY,49650
VILLAGE,49650
SCHOOL,49650
COUNTY,27500
VILLAGE,27500
SCHOOL,25670
COUNTY,58450
VILLAGE,58450
SCHOOL,58450
COUNTY,58550
VILLAGE,58550
SCHOOL,58550
COUNTY,51100
VILLAGE,51100
SCHOOL,51100
COUNTY,2655
VILLAGE,2655
SCHOOL,2655
COUNTY,25100
VILLAGE,25100
SCHOOL,23270
COUNTY,31780
VILLAGE,31780
SCHOOL,31780
COUNTY,48200
VILLAGE,48200
SCHOOL,48200
COUNTY,41350
VILLAGE,41350
SCHOOL,41350
COUNTY,31000
VILLAGE,31000
SCHOOL,29170
COUNTY,38500
VILLAGE,38500
SCHOOL,38500
COUNTY,38300
VILLAGE,38300
SCHOOL,38300
COUNTY,55000
VILLAGE,55000
SCHOOL,55000
COUNTY,38600
VILLAGE,38600
SCHOOL,38600
COUNTY,11100
VILLAGE,11100
SCHOOL,11100
COUNTY,86625
VILLAGE,86625
SCHOOL,86625
COUNTY,30400
VILLAGE,30400
SCHOOL,30400
COUNTY,33300
VILLAGE,33300
SCHOOL,31470
COUNTY,40375
VILLAGE,40375
SCHOOL,40375
COUNTY,40000
VILLAGE,40000
SCHOOL,40000
COUNTY,55450
VILLAGE,55450
SCHOOL,55450
COUNTY,36075
VILLAGE,36075
SCHOOL,36075
COUNTY,23800
VILLAGE,23800
SCHOOL,23800
COUNTY,17525
VILLAGE,17525
SCHOOL,17525
COUNTY,62050
VILLAGE,62050
SCHOOL,62050
COUNTY,23325
VILLAGE,23325
SCHOOL,23325
COUNTY,26000
VILLAGE,26000
SCHOOL,26000
COUNTY,27400
VILLAGE,27400
SCHOOL,25570
COUNTY,28800
VILLAGE,28800
SCHOOL,28800
COUNTY,16400
VILLAGE,16400
SCHOOL,21400
COUNTY,30800
VILLAGE,30800
SCHOOL,28970
COUNTY,22900
VILLAGE,22900
SCHOOL,22900
COUNTY,39750
VILLAGE,39750
SCHOOL,39750
COUNTY,25075
VILLAGE,25075
SCHOOL,25075
COUNTY,54625
VILLAGE,54625
SCHOOL,54625
COUNTY,22725
VILLAGE,22725
SCHOOL,22725
COUNTY,22125
VILLAGE,22125
SCHOOL,22125
COUNTY,27650
VILLAGE,27650
SCHOOL,27650
COUNTY,29900
VILLAGE,29900
SCHOOL,28070
COUNTY,35000
VILLAGE,35000
SCHOOL,35000
COUNTY,42125
VILLAGE,42125
SCHOOL,42125
COUNTY,22875
VILLAGE,22875
SCHOOL,22875
COUNTY,31500
VILLAGE,31500
SCHOOL,31500
COUNTY,45500
VILLAGE,45500
SCHOOL,45500
COUNTY,50100
VILLAGE,50100
SCHOOL,50100
COUNTY,47675
VILLAGE,47675
SCHOOL,47675
COUNTY,43250
VILLAGE,43250
SCHOOL,43250
COUNTY,32500
VILLAGE,32500
SCHOOL,32500
COUNTY,32800
VILLAGE,32800
SCHOOL,30970
COUNTY,35125
VILLAGE,35125
SCHOOL,35125
COUNTY,18700
VILLAGE,18700
SCHOOL,18700
COUNTY,30250
VILLAGE,30250
SCHOOL,30250
COUNTY,19100
VILLAGE,19100
SCHOOL,21400
COUNTY,25275
VILLAGE,25275
SCHOOL,23445
COUNTY,14500
VILLAGE,14500
SCHOOL,12670
COUNTY,23300
VILLAGE,23300
SCHOOL,21470
COUNTY,6100
VILLAGE,6100
SCHOOL,6100
COUNTY,19600
VILLAGE,19600
SCHOOL,19600
COUNTY,22000
VILLAGE,22000
SCHOOL,22000
COUNTY,21600
VILLAGE,21600
SCHOOL,21600
COUNTY,28275
VILLAGE,28275
SCHOOL,28275
COUNTY,23275
VILLAGE,23275
SCHOOL,21445
COUNTY,38700
VILLAGE,38700
SCHOOL,38700
COUNTY,26500
VILLAGE,26500
SCHOOL,26500
COUNTY,31800
VILLAGE,31800
SCHOOL,31800
COUNTY,18300
VILLAGE,18300
SCHOOL,16470
COUNTY,22400
VILLAGE,22400
SCHOOL,22400
COUNTY,30025
VILLAGE,30025
SCHOOL,28195
COUNTY,15400
VILLAGE,15400
SCHOOL,13570
COUNTY,42350
VILLAGE,42350
SCHOOL,40520
COUNTY,23700
VILLAGE,23700
SCHOOL,21870
COUNTY,19400
VILLAGE,19400
SCHOOL,17570
COUNTY,18300
VILLAGE,18300
SCHOOL,18300
COUNTY,22150
VILLAGE,22150
SCHOOL,22150
COUNTY,22100
VILLAGE,22100
SCHOOL,20270
COUNTY,26725
VILLAGE,26725
SCHOOL,26725
COUNTY,24900
VILLAGE,24900
SCHOOL,24900
COUNTY,27140
VILLAGE,27140
SCHOOL,26320
COUNTY,29400
VILLAGE,29400
SCHOOL,29400
COUNTY,3100
VILLAGE,3100
SCHOOL,3100
COUNTY,2900
VILLAGE,2900
SCHOOL,2900
COUNTY,2600
VILLAGE,2600
SCHOOL,2600
COUNTY,2300
VILLAGE,2300
SCHOOL,2300
COUNTY,2100
VILLAGE,2100
SCHOOL,2100
COUNTY,2000
VILLAGE,2000
SCHOOL,2000
COUNTY,2600
VILLAGE,2600
SCHOOL,2600
COUNTY,24700
VILLAGE,24700
SCHOOL,22870
COUNTY,35900
VILLAGE,35900
SCHOOL,35900
COUNTY,37500
VILLAGE,37500
SCHOOL,37500
COUNTY,32900
VILLAGE,32900
SCHOOL,32900
COUNTY,53000
VILLAGE,53000
SCHOOL,53000
COUNTY,27300
VILLAGE,27300
SCHOOL,27300
COUNTY,21750
VILLAGE,21750
SCHOOL,19920
COUNTY,19750
VILLAGE,19750
SCHOOL,17920
COUNTY,24700
VILLAGE,24700
SCHOOL,24700
COUNTY,23700
VILLAGE,23700
SCHOOL,21870
COUNTY,28400
VILLAGE,28400
SCHOOL,26570
COUNTY,22090
VILLAGE,22090
SCHOOL,23100
COUNTY,26600
VILLAGE,26600
SCHOOL,26600
COUNTY,28000
VILLAGE,28000
SCHOOL,28000
COUNTY,20500
VILLAGE,20500
SCHOOL,18670
COUNTY,19500
VILLAGE,19500
SCHOOL,17670
COUNTY,26500
